0	0
0	0
0	0
0	0
0	0
0	0
0.0010290145874023438	2
0.004567384719848633	2
0.005481243133544922	0
0	0
0	0
0.007889270782470703	2
0.0142669677734375	2
0.01608133316040039	0
0	0
0	0
0.00804591178894043	2
0.014408111572265625	2
0.01617264747619629	0
0.04731345176696777	2
0.09346151351928711	4
0.1149592399597168	6
0.1392960548400879	8
0.1636645793914795	10
0.1874234676361084	12
0	0
0	0
0.0075151920318603516	2
0.014057159423828125	2
0.01583123207092285	0
0.043859004974365234	2
0.0914163589477539	4
0.1178131103515625	6
0.14107131958007812	8
0.1616373062133789	10
0.18181085586547852	12
0	0
0	0
0.007601499557495117	2
0.014357805252075195	2
0.01589655876159668	0
0.04396343231201172	2
0.0816962718963623	4
0.10268354415893555	6
0.12263154983520508	8
0.14273524284362793	10
0.1631324291229248	12
0.2837798595428467	14
0.4469027519226074	16
1.1214802265167236	18
1.5409901142120361	20
0	0
0	0
0.008157014846801758	2
0.014446735382080078	2
0.016304492950439453	0
0.044570207595825195	2
0.08205294609069824	4
0.10274577140808105	6
0.12274909019470215	8
0.1428062915802002	10
0.16299843788146973	12
0.21672725677490234	14
0.322843074798584	16
0.8336021900177002	18
1.3694219589233398	20
0	0
0	0
0.00797891616821289	2
0.014443635940551758	2
0.016179800033569336	0
0.04439902305603027	2
0.09197402000427246	4
0.1277933120727539	6
0.14889860153198242	8
0.17072701454162598	10
0.19077563285827637	12
0.2446613311767578	14
0.3506190776824951	16
0.8612608909606934	18
1.269432544708252	20
0	0
0	0
0.008091926574707031	2
0.014679193496704102	2
0.01647210121154785	0
0.043723106384277344	2
0.08207392692565918	4
0.1030111312866211	6
0.12703990936279297	8
0.151047945022583	10
0.1751101016998291	12
0.22895193099975586	14
0.3347806930541992	16
0.859835147857666	18
1.2718346118927002	20
0	0
0	0
0.0077021121978759766	2
0.014568328857421875	2
0.01609635353088379	0
0.04466533660888672	2
0.08217430114746094	4
0.10282468795776367	6
0.12276339530944824	8
0.14275336265563965	10
0.1628437042236328	12
0.2129833698272705	14
0.3193221092224121	16
0.8179042339324951	18
1.2218759059906006	20
0	0
0	0
0.008188724517822266	2
0.01460576057434082	2
0.016199350357055664	0
0.03831768035888672	2
0.08261990547180176	4
0.10233283042907715	6
0.1332840919494629	8
0.1542503833770752	10
0.17438936233520508	12
0.22486090660095215	14
0.3314356803894043	16
0.8599469661712646	18
1.2756338119506836	20
0	0
0	0
0.0076334476470947266	2
0.014069080352783203	2
0.015956401824951172	0
0.04829263687133789	2
0.09588384628295898	4
0.1322932243347168	6
0.15419888496398926	8
0.17417216300964355	10
0.19428253173828125	12
0.24662280082702637	14
0.3531789779663086	16
0.8558745384216309	18
