2	0.059486286249011755	158609.60674814385	45652.0	1
2	0.03526622010394931	634038.2177601876	45652.0	1
2	0.03568118205294013	641533.5817602962	45652.0	1
3	0.08205628534778953	4870981.249392867	45652.0	1
4	0.12610839121043682	2146601.404231088	45652.0	2
5	0.1501032873056829	10195269.874571422	45652.0	3
6	0.17414282727986574	9649316.986997535	45652.0	4
7	0.19809626415371895	10411677.16843726	45652.0	5
2	0.03590467618778348	617173.8405938405	45652.0	1
3	0.07881338009610772	9230142.226936929	45652.0	1
4	0.12685187626630068	2863433.7517787917	45652.0	2
5	0.15190557017922401	8310647.70733539	45652.0	3
6	0.1744548650458455	8542121.28532685	45652.0	4
7	0.1944230180233717	11536610.761432316	45652.0	5
2	0.035882681142538786	655810.7602213558	45652.0	1
3	0.06989701511338353	9282578.075600594	45652.0	1
4	0.11504314793273807	2062086.7946730503	45652.0	2
5	0.13505055429413915	10906752.421493622	45652.0	3
6	0.15511294221505523	10447300.254663296	45652.0	4
7	0.17506996495649219	11308362.14160595	45652.0	5
8	0.19632360199466348	12404491.772008788	221600.0	6
9	0.3190641812980175	4222566.7310019815	522286.0	7
10	0.4830670841038227	7984948.159484478	3078587.0	8
11	1.155159160029143	7186951.448427071	3078587.0	9
2	0.035510498099029064	651258.3747947034	45652.0	1
3	0.07016882300376892	9451085.515921311	45652.0	1
4	0.11395047418773174	2743324.863867017	45652.0	2
5	0.13399403309449553	10782322.745847411	45652.0	3
6	0.15398939419537783	10376772.066880118	45652.0	4
7	0.17398246098309755	11108014.728431718	45652.0	5
8	0.19810241321101785	12123654.542744217	221600.0	6
9	0.2499461700208485	11867730.409099765	522286.0	7
10	0.35795246809720993	12782861.926911231	3078587.0	8
11	0.8666405570693314	9559832.496688027	4219897.0	9
2	0.03688451088964939	660875.9297902527	45652.0	1
3	0.07970705861225724	9393766.804756174	45652.0	1
4	0.12770354561507702	2865775.944087115	45652.0	2
5	0.15445991372689605	8003820.523702147	45652.0	3
6	0.1833100668154657	5614045.284973207	45652.0	4
7	0.20328973094001412	10937334.113304483	45652.0	5
8	0.22730430075898767	12048635.78698998	221600.0	6
9	0.27929977094754577	11829680.85372608	522286.0	7
10	0.3872986319474876	12790928.059110878	3078587.0	8
11	0.8951133089140058	9561972.698199501	4219897.0	9
2	0.03705101180821657	654751.5517364811	45652.0	1
3	0.07045524707064033	9609107.174113194	45652.0	1
4	0.11559676798060536	2040389.1686464166	45652.0	2
5	0.13957376312464476	10607385.817242939	45652.0	3
6	0.1635852688923478	10075907.385848332	45652.0	4
7	0.18755200412124395	10904337.338378893	45652.0	5
8	0.211567600723356	11983961.245281652	221600.0	6
9	0.26183772878721356	11802090.979679015	522286.0	7
10	0.3715628329664469	12566645.814288497	3078587.0	8
11	0.8864780687727034	9466284.494622262	4219897.0	9
2	0.034877362195402384	659080.8867978053	45652.0	1
3	0.07834201818332076	9438415.870318035	45652.0	1
4	0.11387343192473054	2960540.491913103	45652.0	2
5	0.13388705113902688	10595258.391075308	45652.0	3
6	0.15392590127885342	10163469.894693777	45652.0	4
7	0.17387073207646608	11112761.630899776	45652.0	5
8	0.19392029009759426	12121154.169956204	221600.0	6
9	0.2458829772658646	11760630.146713082	522286.0	7
10	0.35385323502123356	12717351.343993207	3078587.0	8
11	0.8497232482768595	9788406.188966189	4219897.0	9
2	0.03580243280157447	642548.4496147906	45652.0	1
3	0.07008052384480834	10725564.94378064	45652.0	1
4	0.11408572690561414	2051589.808083311	45652.0	2
5	0.1340751969255507	10725963.708078248	45652.0	3
6	0.16609822493046522	4520861.76842992	45652.0	4
7	0.18610720289871097	11200827.073616985	45652.0	5
8	0.2061241609044373	12248952.13717963	221600.0	6
9	0.2580740340054035	11685430.050950699	522286.0	7
10	0.3660589847713709	12647119.728211232	3078587.0	8
11	0.8853346910327673	9372488.126507048	4219897.0	9
2	0.035456166602671146	635823.1294888544	45652.0	0
3	0.08218725863844156	9332217.756637108	45652.0	1
4	0.13018078776076436	3010411.422874858	45652.0	2
5	0.16575002297759056	7920165.141942741	45652.0	3
6	0.18577699875459075	10634484.192127092	45652.0	4
7	0.20574530865997076	11615335.261779267	45652.0	5
8	0.22575966967269778	12649135.272071308	221600.0	6
9	0.27774454979225993	11210516.576665299	522286.0	7
10	0.38690152997151017	12427262.837500446	3078587.0	8
11	0.8809643848799169	9830528.832598997	4219897.0	9
2	0.03611344611272216	628367.2149823761	45652.0	0
3	0.07172672031447291	9980771.62454048	45652.0	1
4	0.11825104337185621	2128127.6002020417	45652.0	2
5	0.1422651312313974	10656085.709371708	45652.0	3
6	0.16629353817552328	10146893.387161918	45652.0	4
7	0.19020605133846402	10971446.060444161	45652.0	5
8	0.21425255201756954	12030634.318440907	221600.0	6
9	0.2622260362841189	12823450.165623438	522286.0	7
10	0.3674811380915344	12601351.683599807	3078587.0	8
11	0.8633987093344331	9792875.548313849	4219897.0	9
2	0.03521208977326751	618058.3514200466	45652.0	1
3	0.08206886285915971	8897762.259575525	45652.0	1
4	0.1220692009665072	3641028.066805696	45652.0	2
5	0.1487956098280847	7555319.603947971	45652.0	3
6	0.17765849689021707	5508589.466860259	45652.0	4
7	0.20163996564224362	10406210.387583053	45652.0	5
8	0.22562284767627716	11377490.438148389	221600.0	6
9	0.2980551696382463	9975082.565140627	522286.0	7
10	0.41078097093850374	13581955.450501956	3078587.0	8
11	0.9128189417533576	9690052.088563815	4219897.0	9
2	0.034507456701248884	627260.8186571929	45652.0	1
3	0.06091095367446542	9899367.311166158	45652.0	1
4	0.1089071468450129	2003167.4682399882	45652.0	2
5	0.1289306851103902	10291980.496197054	45652.0	3
6	0.14896940998733044	9991923.155779108	45652.0	4
7	0.17295055277645588	10746795.31723737	45652.0	5
8	0.1969863618724048	11819663.050322872	221600.0	6
9	0.24495332594960928	12736816.551449059	522286.0	7
10	0.35014129988849163	12521541.44552107	3078587.0	8
11	0.8496359908021986	9704409.310379554	4219897.0	9
12	1.6745429239235818	10114590.050459882	4219897.0	10
13	2.7976618097163737	9440731.07916633	4219897.0	10
14	3.9222185290418565	28989259.551320273	4219897.0	11
15	5.463582165073603	33062509.511743892	4219897.0	11
16	6.261102543678135	31826126.38824038	4219897.0	11
17	7.2091764458455145	32452743.52003131	4219897.0	12
18	9.8453578366898	8039407.115477116	4219897.0	12
19	12.00930673070252	9073141.71489184	4219897.0	12
20	12.857330347876996	35229696.9599676	4219897.0	12
21	14.821142524015158	9449848.257692998	4219897.0	12
22	15.6612769048661	32245727.58021004	4219897.0	13
23	16.241297743748873	32693867.082773514	4219897.0	13
24	16.87231733975932	32161339.394976877	4219897.0	14
25	18.38141361810267	9293836.401087865	4219897.0	14
26	19.36538807209581	31848949.63197161	4219897.0	15
2	0.036829954013228416	599376.1670118498	45652.0	1
3	0.0873216949403286	8872489.24964246	45652.0	1
4	0.12734928261488676	3700539.5315014096	45652.0	2
5	0.1628800886683166	7612159.484641464	45652.0	3
6	0.1868999688886106	9907388.523627479	45652.0	4
7	0.20801264885812998	10834509.68037841	45652.0	5
8	0.23096666671335697	11814901.748043654	221600.0	6
9	0.2804493820294738	12715476.082428562	522286.0	7
10	0.38413756573572755	13285223.518460622	3078587.0	8
11	0.8821247848682106	9764110.427980019	4219897.0	9
12	1.7082559550181031	10258433.889104638	4219897.0	10
13	2.895041087642312	9721465.232941847	4219897.0	10
14	3.7876841658726335	35257593.200719215	4219897.0	11
2	0.03607905376702547	614621.2189159354	45652.0	1
3	0.07446743408218026	10247175.622713134	45652.0	1
4	0.11844525905326009	2219646.9211323047	45652.0	2
5	0.1424499861896038	10125168.619636634	45652.0	3
6	0.16649222513660789	9481713.332598252	45652.0	4
7	0.1905206968076527	10386249.536975466	45652.0	5
8	0.21454142313450575	11296935.90287778	221600.0	6
9	0.26645951392129064	12227961.231761431	522286.0	7
10	0.37168014282360673	13000624.734875282	3078587.0	8
11	0.8831423087976873	9459397.539649563	4219897.0	9
12	1.7361002089455724	10115743.64212253	4219897.0	10
13	3.0749069531448185	9675859.336558355	4219897.0	10
14	4.140048752073199	29586602.140149772	4219897.0	10
15	5.718890029005706	32550420.960881688	4219897.0	11
2	0.03435818990692496	595899.6166599612	45652.0	1
3	0.07674904889427125	5525668.523819056	45652.0	1
4	0.12795534799806774	2285648.9185347245	45652.0	2
5	0.16854218789376318	5102551.484408219	45652.0	3
6	0.20853337179869413	4905733.683619325	45652.0	4
7	0.24854388693347573	5266782.861948225	45652.0	5
8	0.28864595480263233	5796365.734526877	221600.0	6
9	0.37810999900102615	7630377.637066998	522286.0	7
10	0.5460718739777803	8250124.526152045	3078587.0	8
11	1.1256008797790855	8368046.236495506	4219897.0	9
12	2.042744532926008	7987185.65416893	3078587.0	9
13	3.046636703889817	7313886.297509046	3526922.0	10
14	3.985239613801241	9446468.242368732	3526922.0	11
15	6.0448742979206145	8028148.346773288	3840360.0	10
16	7.533635801868513	9310146.079162503	4219897.0	11
17	9.911351583898067	8094468.5256470945	4219897.0	11
18	12.53555362089537	7988401.127154779	4219897.0	10
19	14.894152187975124	7991305.073561518	4219897.0	10
20	16.53794665983878	9473861.779990153	4219897.0	10
21	18.934179932810366	8272254.7961437665	4219897.0	10
22	20.478154975920916	9207392.342785895	4219897.0	10
23	21.653807662893087	9469273.103646386	4219897.0	11
24	22.83157743094489	9517117.70995352	4219897.0	11
25	24.289850670844316	8544517.610958975	4219897.0	11
26	25.59808381088078	9486585.651027117	4219897.0	12
27	28.195697243791074	6814647.960302268	4219897.0	11
28	30.138757248874754	9415475.358651973	4219897.0	11
29	31.929777594981715	7978474.994165424	4219897.0	12
30	34.477781063877046	9380759.621153723	4219897.0	11
31	35.65794716193341	7482497.55288468	4219897.0	12
32	36.926090037915856	8155697.132352537	4219897.0	12
33	38.15379806398414	6797448.437705018	4219897.0	12
34	39.6457776168827	8219349.339419164	4219897.0	13
35	41.01791400182992	8160584.70822335	4219897.0	13
36	42.598132125800475	9393093.970786748	4219897.0	13
37	44.20760164386593	9445276.270961763	4219897.0	13
38	45.29978572879918	9445424.386528298	4219897.0	14
39	46.470110995927826	8293977.597844479	4219897.0	14
40	48.16043233498931	9466578.918135777	4219897.0	14
41	50.42373901093379	8432661.637712488	4219897.0	14
42	52.81206980883144	9372269.1348874	4219897.0	14
43	54.11814148677513	9481790.96667819	4219897.0	14
44	55.191432668827474	9476241.372677706	4219897.0	15
45	57.87002297095023	9576482.920695065	4219897.0	15
46	61.12595286197029	6396005.223582906	4219897.0	14
47	62.25793756288476	8004204.057313168	4219897.0	14
48	63.934183288831264	5925293.188846225	4219897.0	15
49	66.6378375007771	9434463.994328579	4219897.0	14
50	67.65795011585578	9465644.576613408	4219897.0	15
51	70.6659362569917	7688696.950090698	4219897.0	14
52	71.59412316977978	9347785.53936011	4219897.0	15
53	74.8460834978614	9450089.060936704	4219897.0	14
54	76.13566104299389	9467006.974606842	4219897.0	14
55	77.20192156289704	9426745.176766727	4219897.0	15
56	80.16238473798148	9407941.888290334	4219897.0	14
57	81.3596768938005	4605859.0260720905	4219897.0	15
58	84.34787465678528	9452489.1501791	4219897.0	14
59	85.76591538987122	9468232.68235244	4219897.0	15
60	89.33385218889453	9511655.618993947	4219897.0	14
61	90.88608069997281	8336899.748952544	4219897.0	14
62	94.6740782589186	4832676.470877938	4219897.0	13
63	96.34349087090231	9428806.458572684	4219897.0	13
64	97.96987116290256	9469295.688716039	4219897.0	14
65	99.19157277978957	7985454.802936449	4219897.0	14
66	100.71790699381381	8211642.958763225	4219897.0	14
67	101.87785942084156	9479419.691130117	4219897.0	15
68	105.47014492680319	6521606.684501447	4219897.0	14
69	107.09416217077523	7421145.799141979	4219897.0	14
70	108.67800994077697	9537452.630815214	4219897.0	14
71	110.2260927897878	7506694.512998498	4219897.0	14
72	111.73827322595753	9474101.537063435	4219897.0	15
73	115.1997561629396	8131660.630573601	4219897.0	14
74	116.79876658483408	8172133.000778302	4219897.0	14
75	118.05014804378152	9496844.290174862	4219897.0	14
76	120.07777338987216	5697421.135548778	4219897.0	14
77	121.43012481182814	9410688.66930922	4219897.0	15
78	124.782173339976	9513833.648460269	4219897.0	14
79	126.50431045587175	8136855.65622039	4219897.0	14
80	128.25769681483507	9327214.912225245	4219897.0	14
81	129.85012489091605	9539740.980229866	4219897.0	15
82	132.96067661978304	9454929.365095703	4219897.0	14
83	134.76605225680396	8017011.70369339	4219897.0	14
84	136.18993568094447	9482980.401785111	4219897.0	14
85	137.50196858285926	9484289.550120695	4219897.0	15
